,Date,Team,Opp,ML,Spread,Total,SpreadClose,TotalClose
291,2021-11-14 00:00:00,ARI,CAR,-330.0,-11.5,45.5,-7.5,41.5
183,2020-10-22 00:00:00,PHI,NYG,-240.0,-6.5,45.5,-5.0,44.5
121,2021-10-03 00:00:00,DEN,BAL,-120.0,1.0,45.5,-0.0,44.0
75,2020-09-27 00:00:00,MIN,TEN,130.0,1.0,45.5,2.5,49.0
512,2022-01-08 00:00:00,DAL,PHI,-260.0,-3.5,45.5,-7.0,46.0
76,2020-09-27 00:00:00,WAS,CLE,270.0,4.0,45.5,7.0,45.0
513,2022-01-08 00:00:00,PHI,DAL,220.0,3.5,45.5,7.0,46.0
420,2021-12-19 00:00:00,CAR,BUF,600.0,9.5,45.5,14.5,43.0
74,2020-09-27 00:00:00,TEN,MIN,-150.0,-1.0,45.5,-2.5,49.0
246,2021-11-07 00:00:00,HOU,MIA,165.0,7.0,45.5,3.5,45.0
247,2021-11-07 00:00:00,MIA,HOU,-185.0,-7.0,45.5,-3.5,45.0
260,2021-11-07 00:00:00,ATL,NO,250.0,5.5,45.5,7.5,43.0
261,2021-11-07 00:00:00,NO,ATL,-300.0,-5.5,45.5,-7.5,43.0
77,2020-09-27 00:00:00,CLE,WAS,-330.0,-4.0,45.5,-7.0,45.0
78,2020-09-27 00:00:00,CIN,PHI,200.0,5.5,45.5,5.5,47.0
182,2020-10-22 00:00:00,NYG,PHI,200.0,6.5,45.5,5.0,44.5
485,2022-01-02 00:00:00,NYJ,TB,650.0,11.0,45.5,15.0,47.5
79,2020-09-27 00:00:00,PHI,CIN,-240.0,-5.5,45.5,-5.5,47.0
290,2021-11-14 00:00:00,CAR,ARI,270.0,11.5,45.5,7.5,41.5
120,2021-10-03 00:00:00,BAL,DEN,100.0,-1.0,45.5,0.0,44.0
308,2021-11-21 00:00:00,MIA,NYJ,-190.0,-2.5,45.5,-4.0,44.5
421,2021-12-19 00:00:00,BUF,CAR,-900.0,-9.5,45.5,-14.5,43.0
39,2021-09-19 00:00:00,CHI,CIN,-125.0,-4.0,45.5,-0.0,44.5
36,2021-09-19 00:00:00,HOU,CLE,550.0,13.0,45.5,14.0,49.0
126,2020-10-08 00:00:00,TB,CHI,-190.0,-3.0,45.5,-3.5,44.0
27,2021-09-12 00:00:00,LA,CHI,-400.0,-7.5,45.5,-10.0,46.0
26,2021-09-12 00:00:00,CHI,LA,330.0,7.5,45.5,10.0,46.0
127,2020-10-08 00:00:00,CHI,TB,170.0,3.0,45.5,3.5,44.0
38,2021-09-19 00:00:00,CIN,CHI,105.0,4.0,45.5,0.0,44.5
458,2021-12-26 00:00:00,LAC,HOU,-750.0,-10.5,45.5,-14.0,45.5
445,2020-12-20 00:00:00,DAL,SF,190.0,2.5,45.5,3.5,45.5
37,2021-09-19 00:00:00,CLE,HOU,-800.0,-13.0,45.5,-14.0,49.0
444,2020-12-20 00:00:00,SF,DAL,-220.0,-2.5,45.5,-3.5,45.5
500,2022-01-02 00:00:00,DEN,LAC,300.0,6.0,45.5,9.0,45.0
401,2021-12-12 00:00:00,CAR,ATL,-145.0,-2.5,45.5,-2.5,41.5
100,2021-10-03 00:00:00,DET,CHI,130.0,6.0,45.5,3.0,41.5
400,2021-12-12 00:00:00,ATL,CAR,125.0,2.5,45.5,2.5,41.5
107,2021-10-03 00:00:00,MIA,IND,-150.0,-2.5,45.5,-2.5,42.0
101,2021-10-03 00:00:00,CHI,DET,-150.0,-6.0,45.5,-3.0,41.5
459,2021-12-26 00:00:00,HOU,LAC,525.0,10.5,45.5,14.0,45.5
106,2021-10-03 00:00:00,IND,MIA,130.0,2.5,45.5,2.5,42.0
397,2020-12-13 00:00:00,CAR,DEN,-200.0,-3.0,46.0,-4.0,45.5
395,2020-12-13 00:00:00,CHI,HOU,105.0,3.0,46.0,1.5,46.0
23,2021-09-12 00:00:00,NE,MIA,-185.0,-1.0,46.0,-3.5,43.0
22,2021-09-12 00:00:00,MIA,NE,165.0,1.0,46.0,3.5,43.0
199,2020-10-25 00:00:00,NE,SF,-150.0,-5.0,46.0,-3.0,44.5
198,2020-10-25 00:00:00,SF,NE,130.0,5.0,46.0,3.0,44.5
18,2021-09-12 00:00:00,SF,DET,-430.0,-9.0,46.0,-10.0,46.0
7,2021-09-12 00:00:00,HOU,JAC,150.0,0.0,46.0,3.0,45.5
6,2021-09-12 00:00:00,JAC,HOU,-170.0,-0.0,46.0,-3.0,45.5
394,2020-12-13 00:00:00,HOU,CHI,-125.0,-3.0,46.0,-1.5,46.0
19,2021-09-12 00:00:00,DET,SF,360.0,9.0,46.0,10.0,46.0
436,2020-12-20 00:00:00,JAC,BAL,650.0,11.0,46.0,13.5,49.0
462,2020-12-27 00:00:00,IND,PIT,-110.0,3.0,46.0,-0.0,42.5
437,2020-12-20 00:00:00,BAL,JAC,-1000.0,-11.0,46.0,-13.5,49.0
438,2020-12-20 00:00:00,CLE,NYG,-280.0,-3.0,46.0,-7.0,44.5
439,2020-12-20 00:00:00,NYG,CLE,240.0,3.0,46.0,7.0,44.5
166,2021-10-17 00:00:00,GB,CHI,-240.0,-4.5,46.0,-5.5,44.0
167,2021-10-17 00:00:00,CHI,GB,200.0,4.5,46.0,5.5,44.0
427,2021-12-19 00:00:00,BAL,GB,300.0,1.5,46.0,9.5,45.0
426,2021-12-19 00:00:00,GB,BAL,-360.0,-1.5,46.0,-9.5,45.0
217,2020-11-01 00:00:00,BUF,NE,-215.0,-3.0,46.0,-4.5,41.0
409,2020-12-13 00:00:00,PHI,NO,300.0,7.0,46.0,7.5,42.0
408,2020-12-13 00:00:00,NO,PHI,-360.0,-7.0,46.0,-7.5,42.0
216,2020-11-01 00:00:00,NE,BUF,185.0,3.0,46.0,4.5,41.0
132,2020-10-11 00:00:00,LA,WAS,-330.0,-9.5,46.0,-7.0,44.5
133,2020-10-11 00:00:00,WAS,LA,270.0,9.5,46.0,7.0,44.5
136,2020-10-11 00:00:00,ARI,NYJ,-320.0,-8.5,46.0,-7.0,48.5
81,2021-09-26 00:00:00,CLE,CHI,-370.0,-8.5,46.0,-9.0,44.5
224,2021-10-31 00:00:00,LA,HOU,-1400.0,-14.0,46.0,-16.5,47.0
225,2021-10-31 00:00:00,HOU,LA,800.0,14.0,46.0,16.5,47.0
463,2020-12-27 00:00:00,PIT,IND,-110.0,-3.0,46.0,0.0,42.5
80,2021-09-26 00:00:00,CHI,CLE,310.0,8.5,46.0,9.0,44.5
137,2020-10-11 00:00:00,NYJ,ARI,265.0,8.5,46.0,7.0,48.5
245,2020-11-08 00:00:00,TEN,CHI,-275.0,-6.5,46.0,-6.0,47.0
341,2020-11-29 00:00:00,NYJ,MIA,310.0,7.0,46.0,7.5,46.0
340,2020-11-29 00:00:00,MIA,NYJ,-370.0,-7.0,46.0,-7.5,46.0
33,2020-09-17 00:00:00,CLE,CIN,-260.0,-7.5,46.0,-6.0,43.5
32,2020-09-17 00:00:00,CIN,CLE,220.0,7.5,46.0,6.0,43.5
244,2020-11-08 00:00:00,CHI,TEN,235.0,6.5,46.0,6.0,47.0
340,2021-11-28 00:00:00,PHI,NYG,-200.0,-3.0,46.0,-4.0,45.5
341,2021-11-28 00:00:00,NYG,PHI,170.0,3.0,46.0,4.0,45.5
19,2020-09-13 00:00:00,MIN,GB,-125.0,-3.0,46.0,-1.5,44.5
384,2021-12-05 00:00:00,SF,SEA,-145.0,1.0,46.0,-3.0,45.0
309,2020-11-22 00:00:00,WAS,CIN,-125.0,-0.0,46.0,-1.5,47.5
308,2020-11-22 00:00:00,CIN,WAS,105.0,0.0,46.0,1.5,47.5
385,2021-12-05 00:00:00,SEA,SF,125.0,-1.0,46.0,3.0,45.0
386,2021-12-06 00:00:00,NE,BUF,130.0,3.5,46.0,3.0,39.5
305,2020-11-22 00:00:00,JAC,PIT,425.0,9.5,46.0,10.5,47.5
304,2020-11-22 00:00:00,PIT,JAC,-550.0,-9.5,46.0,-10.5,47.5
387,2021-12-06 00:00:00,BUF,NE,-150.0,-3.5,46.0,-3.0,39.5
18,2020-09-13 00:00:00,GB,MIN,105.0,3.0,46.0,1.5,44.5
342,2020-11-29 00:00:00,NO,DEN,-1600.0,-5.5,46.0,-16.5,36.5
343,2020-11-29 00:00:00,DEN,NO,900.0,5.5,46.0,16.5,36.5
396,2020-12-13 00:00:00,DEN,CAR,175.0,3.0,46.0,4.0,45.5
508,2022-01-02 00:00:00,MIN,GB,525.0,7.0,46.0,13.5,43.0
47,2020-09-20 00:00:00,IND,MIN,-180.0,-2.5,46.0,-3.5,49.0
46,2020-09-20 00:00:00,MIN,IND,160.0,2.5,46.0,3.5,49.0
48,2020-09-20 00:00:00,DET,GB,250.0,6.0,46.0,6.5,51.0
49,2020-09-20 00:00:00,GB,DET,-300.0,-6.0,46.0,-6.5,51.0
301,2021-11-18 00:00:00,ATL,NE,265.0,4.0,46.0,7.5,47.0
300,2021-11-18 00:00:00,NE,ATL,-320.0,-4.0,46.0,-7.5,47.0
509,2022-01-02 00:00:00,GB,MIN,-750.0,-7.0,46.0,-13.5,43.0
382,2020-12-08 00:00:00,DAL,BAL,340.0,9.0,46.0,8.5,45.5
383,2020-12-08 00:00:00,BAL,DAL,-410.0,-9.0,46.0,-8.5,45.5
22,2020-09-13 00:00:00,ARI,SF,250.0,7.0,46.5,6.5,48.5
23,2020-09-13 00:00:00,SF,ARI,-300.0,-7.0,46.5,-6.5,48.5
46,2021-09-19 00:00:00,SF,PHI,-150.0,-4.5,46.5,-2.5,49.0
47,2021-09-19 00:00:00,PHI,SF,130.0,4.5,46.5,2.5,49.0
304,2021-11-21 00:00:00,SF,JAC,-280.0,-5.5,46.5,-7.0,45.0
74,2021-09-26 00:00:00,NO,NE,130.0,0.0,46.5,2.5,43.5
75,2021-09-26 00:00:00,NE,NO,-150.0,-0.0,46.5,-2.5,43.5
139,2020-10-11 00:00:00,PIT,PHI,-360.0,-7.0,46.5,-7.5,44.5
303,2021-11-21 00:00:00,CLE,DET,-850.0,-10.0,46.5,-14.5,42.5
316,2020-11-22 00:00:00,MIA,DEN,-210.0,-1.0,46.5,-4.0,46.0
317,2020-11-22 00:00:00,DEN,MIA,180.0,1.0,46.5,4.0,46.0
461,2020-12-27 00:00:00,HOU,CIN,-335.0,-8.5,46.5,-9.0,46.0
460,2020-12-27 00:00:00,CIN,HOU,275.0,8.5,46.5,9.0,46.0
34,2021-09-19 00:00:00,NO,CAR,-150.0,-3.0,46.5,-3.0,45.0
365,2021-12-05 00:00:00,CHI,ARI,310.0,7.0,46.5,9.0,43.0
54,2020-09-20 00:00:00,WAS,ARI,270.0,6.0,46.5,7.0,46.5
55,2020-09-20 00:00:00,ARI,WAS,-330.0,-6.0,46.5,-7.0,46.5
396,2021-12-12 00:00:00,JAC,TEN,330.0,9.0,46.5,10.0,44.5
397,2021-12-12 00:00:00,TEN,JAC,-400.0,-9.0,46.5,-10.0,44.5
168,2020-10-18 00:00:00,CIN,IND,310.0,7.5,46.5,7.5,46.0
169,2020-10-18 00:00:00,IND,CIN,-370.0,-7.5,46.5,-7.5,46.0
525,2021-01-16 00:00:00,GB,LA,-350.0,-7.0,46.5,-7.5,45.0
524,2021-01-16 00:00:00,LA,GB,290.0,7.0,46.5,7.5,45.0
517,2021-01-09 00:00:00,WAS,TB,390.0,7.0,46.5,10.5,44.5
516,2021-01-09 00:00:00,TB,WAS,-480.0,-7.0,46.5,-10.5,44.5
176,2020-10-18 00:00:00,DEN,NE,300.0,9.5,46.5,7.5,44.0
177,2020-10-18 00:00:00,NE,DEN,-360.0,-9.5,46.5,-7.5,44.0
35,2021-09-19 00:00:00,CAR,NO,130.0,3.0,46.5,3.0,45.0
364,2021-12-05 00:00:00,ARI,CHI,-370.0,-7.0,46.5,-9.0,43.0
138,2020-10-11 00:00:00,PHI,PIT,300.0,7.0,46.5,7.5,44.5
348,2021-11-28 00:00:00,PIT,CIN,160.0,3.5,46.5,3.5,43.5
270,2020-11-15 00:00:00,WAS,DET,120.0,3.5,46.5,2.5,45.5
271,2020-11-15 00:00:00,DET,WAS,-140.0,-3.5,46.5,-2.5,45.5
305,2021-11-21 00:00:00,JAC,SF,240.0,5.5,46.5,7.0,45.0
345,2020-11-29 00:00:00,LA,SF,-240.0,-7.0,46.5,-5.0,44.5
344,2020-11-29 00:00:00,SF,LA,200.0,7.0,46.5,5.0,44.5
302,2021-11-21 00:00:00,DET,CLE,575.0,10.0,46.5,14.5,42.5
349,2021-11-28 00:00:00,CIN,PIT,-180.0,-3.5,46.5,-3.5,43.5
226,2020-11-01 00:00:00,NO,CHI,-250.0,-2.5,46.5,-5.5,41.0
261,2020-11-08 00:00:00,ARI,MIA,-260.0,-6.0,46.5,-6.0,49.0
260,2020-11-08 00:00:00,MIA,ARI,220.0,6.0,46.5,6.0,49.0
316,2021-11-21 00:00:00,HOU,TEN,375.0,10.5,46.5,10.5,45.0
317,2021-11-21 00:00:00,TEN,HOU,-450.0,-10.5,46.5,-10.5,45.0
413,2021-12-12 00:00:00,GB,CHI,-750.0,-11.0,46.5,-13.0,43.0
412,2021-12-12 00:00:00,CHI,GB,525.0,11.0,46.5,13.0,43.0
227,2020-11-01 00:00:00,CHI,NO,210.0,2.5,46.5,5.5,41.0
339,2021-11-28 00:00:00,HOU,NYJ,-150.0,-3.0,46.5,-3.0,44.5
336,2021-11-28 00:00:00,TEN,NE,265.0,2.5,46.5,7.5,43.0
337,2021-11-28 00:00:00,NE,TEN,-330.0,-2.5,46.5,-7.5,43.0
408,2021-12-12 00:00:00,NYG,LAC,340.0,7.5,46.5,10.0,43.5
29,2020-09-14 00:00:00,NYG,PIT,220.0,3.5,46.5,6.0,44.0
409,2021-12-12 00:00:00,LAC,NYG,-410.0,-7.5,46.5,-10.0,43.5
338,2021-11-28 00:00:00,NYJ,HOU,130.0,3.0,46.5,3.0,44.5
28,2020-09-14 00:00:00,PIT,NYG,-260.0,-3.5,46.5,-6.0,44.0
291,2020-11-15 00:00:00,MIA,LAC,-125.0,-2.0,47.0,-1.5,49.0
523,2021-01-10 00:00:00,PIT,CLE,-240.0,-3.5,47.0,-5.5,47.0
395,2021-12-12 00:00:00,CIN,SF,100.0,-2.0,47.0,0.0,49.5
553,2022-01-16 00:00:00,KC,PIT,-700.0,-13.0,47.0,-11.5,46.5
298,2021-11-15 00:00:00,LA,SF,-190.0,-3.0,47.0,-3.5,50.0
114,2020-10-04 00:00:00,BAL,WAS,-1400.0,-13.0,47.0,-14.0,44.5
115,2020-10-04 00:00:00,WAS,BAL,800.0,13.0,47.0,14.0,44.5
116,2020-10-04 00:00:00,NYG,LA,700.0,10.0,47.0,13.5,50.0
522,2021-01-10 00:00:00,CLE,PIT,200.0,3.5,47.0,5.5,47.0
394,2021-12-12 00:00:00,SF,CIN,-120.0,2.0,47.0,-0.0,49.5
110,2021-10-03 00:00:00,NYG,NO,280.0,6.5,47.0,7.5,43.0
147,2020-10-11 00:00:00,CLE,IND,-120.0,2.5,47.0,-1.0,48.5
8,2020-09-13 00:00:00,LV,CAR,-150.0,-1.5,47.0,-3.0,48.0
9,2020-09-13 00:00:00,CAR,LV,130.0,1.5,47.0,3.0,48.0
117,2020-10-04 00:00:00,LA,NYG,-1100.0,-10.0,47.0,-13.5,50.0
135,2021-10-10 00:00:00,CAR,PHI,-140.0,-3.5,47.0,-2.5,46.5
266,2021-11-07 00:00:00,ARI,SF,200.0,-3.0,47.0,5.5,44.5
267,2021-11-07 00:00:00,SF,ARI,-240.0,3.0,47.0,-5.5,44.5
134,2021-10-10 00:00:00,PHI,CAR,120.0,3.5,47.0,2.5,46.5
146,2020-10-11 00:00:00,IND,CLE,100.0,-2.5,47.0,1.0,48.5
552,2022-01-16 00:00:00,PIT,KC,500.0,13.0,47.0,11.5,46.5
299,2021-11-15 00:00:00,SF,LA,170.0,3.0,47.0,3.5,50.0
370,2021-12-05 00:00:00,IND,HOU,-500.0,-7.0,47.0,-11.0,45.5
371,2021-12-05 00:00:00,HOU,IND,400.0,7.0,47.0,11.0,45.5
111,2021-10-03 00:00:00,NO,NYG,-340.0,-6.5,47.0,-7.5,43.0
12,2021-09-12 00:00:00,PHI,ATL,155.0,3.5,47.0,3.5,48.5
13,2021-09-12 00:00:00,ATL,PHI,-175.0,-3.5,47.0,-3.5,48.5
290,2020-11-15 00:00:00,LAC,MIA,105.0,2.0,47.0,1.5,49.0
435,2020-12-20 00:00:00,MIN,CHI,-150.0,-6.5,47.0,-2.5,47.0
319,2020-11-22 00:00:00,LAC,NYJ,-500.0,-10.0,47.0,-9.5,47.5
225,2020-11-01 00:00:00,MIA,LA,150.0,3.5,47.0,3.5,46.5
333,2020-11-29 00:00:00,JAC,CLE,290.0,6.0,47.0,7.5,48.0
311,2020-11-22 00:00:00,BAL,TEN,-250.0,-6.5,47.0,-6.0,50.5
312,2020-11-22 00:00:00,DAL,MIN,260.0,9.5,47.0,7.0,50.0
224,2020-11-01 00:00:00,LA,MIA,-170.0,-3.5,47.0,-3.5,46.5
486,2021-01-03 00:00:00,DAL,NYG,-125.0,3.0,47.0,-0.0,43.5
332,2020-11-29 00:00:00,CLE,JAC,-350.0,-6.0,47.0,-7.5,48.0
313,2020-11-22 00:00:00,MIN,DAL,-310.0,-9.5,47.0,-7.0,50.0
278,2020-11-15 00:00:00,TB,CAR,-265.0,-6.5,47.0,-6.0,49.5
434,2020-12-20 00:00:00,CHI,MIN,130.0,6.5,47.0,2.5,47.0
279,2020-11-15 00:00:00,CAR,TB,225.0,6.5,47.0,6.0,49.5
325,2020-11-26 00:00:00,DAL,WAS,-145.0,-2.0,47.0,-2.5,46.0
324,2020-11-26 00:00:00,WAS,DAL,125.0,2.0,47.0,2.5,46.0
193,2020-10-25 00:00:00,NYJ,BUF,375.0,9.5,47.0,9.5,46.5
454,2020-12-26 00:00:00,MIA,LV,-140.0,1.5,47.0,-0.0,50.5
455,2020-12-26 00:00:00,LV,MIA,120.0,-1.5,47.0,0.0,50.5
464,2020-12-27 00:00:00,CHI,JAC,-450.0,-3.5,47.0,-10.0,47.0
465,2020-12-27 00:00:00,JAC,CHI,375.0,3.5,47.0,10.0,47.0
209,2020-10-26 00:00:00,LA,CHI,-280.0,-6.5,47.0,-6.5,44.5
208,2020-10-26 00:00:00,CHI,LA,240.0,6.5,47.0,6.5,44.5
472,2020-12-27 00:00:00,LA,SEA,105.0,1.5,47.0,1.0,47.5
318,2020-11-22 00:00:00,NYJ,LAC,400.0,10.0,47.0,9.5,47.5
192,2020-10-25 00:00:00,BUF,NYJ,-450.0,-9.5,47.0,-9.5,46.5
310,2020-11-22 00:00:00,TEN,BAL,210.0,6.5,47.0,6.0,50.5
487,2021-01-03 00:00:00,NYG,DAL,105.0,-3.0,47.0,0.0,43.5
473,2020-12-27 00:00:00,SEA,LA,-125.0,-1.5,47.0,-1.0,47.5
300,2020-11-22 00:00:00,DET,CAR,-170.0,3.0,47.0,-3.0,47.5
301,2020-11-22 00:00:00,CAR,DET,150.0,-3.0,47.0,3.0,47.5
363,2020-12-06 00:00:00,NYJ,LV,300.0,9.0,47.0,7.5,48.5
296,2020-11-22 00:00:00,PHI,CLE,115.0,2.0,47.0,2.5,45.5
242,2020-11-08 00:00:00,DEN,ATL,180.0,4.0,47.0,4.0,50.5
362,2020-12-06 00:00:00,LV,NYJ,-360.0,-9.0,47.0,-7.5,48.5
297,2020-11-22 00:00:00,CLE,PHI,-135.0,-2.0,47.0,-2.5,45.5
243,2020-11-08 00:00:00,ATL,DEN,-210.0,-4.0,47.0,-4.0,50.5
303,2020-11-22 00:00:00,HOU,NE,125.0,2.5,47.0,2.5,49.5
302,2020-11-22 00:00:00,NE,HOU,-145.0,-2.5,47.0,-2.5,49.5
235,2021-10-31 00:00:00,LAC,NE,-190.0,-6.0,47.5,-3.5,50.5
72,2021-09-26 00:00:00,WAS,BUF,270.0,7.0,47.5,7.5,45.5
379,2020-12-07 00:00:00,SF,BUF,-125.0,-1.0,47.5,-1.5,47.5
351,2021-11-28 00:00:00,DEN,LAC,130.0,2.0,47.5,3.0,47.0
234,2021-10-31 00:00:00,NE,LAC,170.0,6.0,47.5,3.5,50.5
378,2020-12-07 00:00:00,BUF,SF,105.0,1.0,47.5,1.5,47.5
566,2022-01-30 00:00:00,SF,LA,170.0,3.0,47.5,-3.5,45.5
259,2021-11-07 00:00:00,NYG,LV,140.0,2.5,47.5,2.5,47.0
350,2021-11-28 00:00:00,LAC,DEN,-150.0,-2.0,47.5,-3.0,47.0
559,2022-01-22 00:00:00,GB,SF,-260.0,-4.5,47.5,-6.0,47.0
82,2021-09-26 00:00:00,CIN,PIT,130.0,6.5,47.5,2.5,42.0
83,2021-09-26 00:00:00,PIT,CIN,-150.0,-6.5,47.5,-2.5,42.0
73,2021-09-26 00:00:00,BUF,WAS,-330.0,-7.0,47.5,-7.5,45.5
171,2021-10-17 00:00:00,CAR,MIN,115.0,-1.0,47.5,1.0,45.0
440,2020-12-20 00:00:00,PHI,ARI,225.0,6.5,47.5,7.0,49.5
170,2021-10-17 00:00:00,MIN,CAR,-135.0,1.0,47.5,-1.0,45.0
556,2022-01-22 00:00:00,CIN,TEN,180.0,6.0,47.5,4.0,48.5
413,2020-12-13 00:00:00,BUF,PIT,-130.0,-0.0,47.5,-2.0,49.0
432,2021-12-19 00:00:00,ARI,DET,-800.0,-12.5,47.5,-14.0,48.5
433,2021-12-19 00:00:00,DET,ARI,550.0,12.5,47.5,14.0,48.5
412,2020-12-13 00:00:00,PIT,BUF,110.0,0.0,47.5,2.0,49.0
236,2020-11-02 00:00:00,TB,NYG,-750.0,-9.5,47.5,-12.5,46.5
558,2022-01-22 00:00:00,SF,GB,220.0,4.5,47.5,6.0,47.0
237,2020-11-02 00:00:00,NYG,TB,525.0,9.5,47.5,12.5,46.5
223,2020-11-01 00:00:00,KC,NYJ,-5000.0,-21.0,47.5,-19.5,49.0
368,2020-12-06 00:00:00,NYG,SEA,475.0,10.0,47.5,11.0,48.0
405,2020-12-13 00:00:00,SEA,NYJ,-1200.0,-14.0,47.5,-16.0,48.5
222,2020-11-01 00:00:00,NYJ,KC,1500.0,21.0,47.5,19.5,49.0
404,2020-12-13 00:00:00,NYJ,SEA,750.0,14.0,47.5,16.0,48.5
557,2022-01-22 00:00:00,TEN,CIN,-210.0,-6.0,47.5,-4.0,48.5
441,2020-12-20 00:00:00,ARI,PHI,-265.0,-6.5,47.5,-7.0,49.5
369,2020-12-06 00:00:00,SEA,NYG,-650.0,-10.0,47.5,-11.0,48.0
258,2021-11-07 00:00:00,LV,NYG,-160.0,-2.5,47.5,-2.5,47.0
567,2022-01-30 00:00:00,LA,SF,-180.0,-3.0,47.5,3.5,45.5
494,2022-01-02 00:00:00,KC,CIN,-180.0,-4.5,47.5,-3.5,50.5
506,2021-01-03 00:00:00,SEA,SF,-340.0,-6.5,47.5,-7.5,45.0
495,2022-01-02 00:00:00,CIN,KC,160.0,4.5,47.5,3.5,50.5
507,2021-01-03 00:00:00,SF,SEA,280.0,6.5,47.5,7.5,45.0
480,2022-01-02 00:00:00,LV,IND,320.0,7.5,48.0,10.0,46.5
415,2020-12-14 00:00:00,CLE,BAL,155.0,2.5,48.0,3.0,45.5
382,2021-12-05 00:00:00,JAC,LA,600.0,12.0,48.0,14.5,48.0
414,2020-12-14 00:00:00,BAL,CLE,-175.0,-2.5,48.0,-3.0,45.5
363,2021-12-05 00:00:00,DET,MIN,260.0,7.5,48.0,7.5,47.5
105,2020-10-04 00:00:00,CIN,JAC,-120.0,-3.0,48.0,-1.0,49.0
172,2021-10-17 00:00:00,LAC,BAL,135.0,3.5,48.0,3.0,51.0
173,2021-10-17 00:00:00,BAL,LAC,-155.0,-3.5,48.0,-3.0,51.0
104,2020-10-04 00:00:00,JAC,CIN,100.0,3.0,48.0,1.0,49.0
182,2021-10-17 00:00:00,DAL,NE,-190.0,-1.0,48.0,-3.5,50.5
235,2020-11-01 00:00:00,BAL,PIT,-200.0,-5.0,48.0,-4.0,44.5
383,2021-12-05 00:00:00,LA,JAC,-900.0,-12.0,48.0,-14.5,48.0
234,2020-11-01 00:00:00,PIT,BAL,175.0,5.0,48.0,4.0,44.5
183,2021-10-17 00:00:00,NE,DAL,170.0,1.0,48.0,3.5,50.5
123,2021-10-03 00:00:00,GB,PIT,-250.0,-6.5,48.0,-5.5,45.0
122,2021-10-03 00:00:00,PIT,GB,210.0,6.5,48.0,5.5,45.0
379,2021-12-05 00:00:00,LV,WAS,-135.0,-1.5,48.0,-1.0,47.5
378,2021-12-05 00:00:00,WAS,LV,115.0,1.5,48.0,1.0,47.5
115,2021-10-03 00:00:00,BUF,HOU,-2000.0,-16.5,48.0,-18.5,47.5
114,2021-10-03 00:00:00,HOU,BUF,1000.0,16.5,48.0,18.5,47.5
66,2020-09-27 00:00:00,LV,NE,270.0,3.5,48.0,7.0,47.0
329,2020-11-29 00:00:00,NE,ARI,100.0,1.0,48.0,1.0,50.5
334,2021-11-25 00:00:00,BUF,NO,-280.0,-4.5,48.0,-7.5,45.0
335,2021-11-25 00:00:00,NO,BUF,240.0,4.5,48.0,7.5,45.0
421,2020-12-19 00:00:00,DEN,BUF,210.0,5.0,48.0,6.0,48.0
187,2020-10-25 00:00:00,WAS,DAL,-115.0,3.0,48.0,-1.5,44.5
521,2021-01-10 00:00:00,NO,CHI,-700.0,-10.5,48.0,-12.5,48.0
186,2020-10-25 00:00:00,DAL,WAS,-105.0,-3.0,48.0,1.5,44.5
375,2020-12-06 00:00:00,LAC,NE,-135.0,-0.0,48.0,-2.0,47.0
67,2020-09-27 00:00:00,NE,LV,-330.0,-3.5,48.0,-7.0,47.0
374,2020-12-06 00:00:00,NE,LAC,115.0,0.0,48.0,2.0,47.0
373,2020-12-06 00:00:00,GB,PHI,-420.0,-8.5,48.0,-8.5,50.0
372,2020-12-06 00:00:00,PHI,GB,350.0,8.5,48.0,8.5,50.0
481,2022-01-02 00:00:00,IND,LV,-380.0,-7.5,48.0,-10.0,46.5
272,2021-11-11 00:00:00,BAL,MIA,-410.0,-7.0,48.0,-10.0,47.0
273,2021-11-11 00:00:00,MIA,BAL,340.0,7.0,48.0,10.0,47.0
274,2021-11-14 00:00:00,JAC,IND,350.0,-10.5,48.0,11.5,48.0
80,2020-09-27 00:00:00,CHI,ATL,120.0,3.0,48.0,2.5,46.5
81,2020-09-27 00:00:00,ATL,CHI,-140.0,-3.0,48.0,-2.5,46.5
185,2021-10-17 00:00:00,PIT,SEA,-240.0,2.5,48.0,-5.5,43.0
275,2021-11-14 00:00:00,IND,JAC,-420.0,10.5,48.0,-11.5,48.0
219,2021-10-31 00:00:00,ATL,CAR,-125.0,-1.5,48.0,-0.0,46.5
218,2021-10-31 00:00:00,CAR,ATL,105.0,1.5,48.0,0.0,46.5
561,2022-01-23 00:00:00,TB,LA,-150.0,-2.5,48.0,-2.5,48.0
560,2022-01-23 00:00:00,LA,TB,130.0,2.5,48.0,2.5,48.0
370,2020-12-06 00:00:00,LA,ARI,-150.0,-3.0,48.0,-3.0,48.5
199,2021-10-24 00:00:00,MIA,ATL,105.0,-3.0,48.0,0.0,47.5
198,2021-10-24 00:00:00,ATL,MIA,-125.0,3.0,48.0,-0.0,47.5
520,2021-01-10 00:00:00,CHI,NO,500.0,10.5,48.0,12.5,48.0
191,2021-10-24 00:00:00,BAL,CIN,-270.0,-7.0,48.0,-7.0,46.0
190,2021-10-24 00:00:00,CIN,BAL,230.0,7.0,48.0,7.0,46.0
328,2020-11-29 00:00:00,ARI,NE,-120.0,-1.0,48.0,-1.0,50.5
371,2020-12-06 00:00:00,ARI,LA,130.0,3.0,48.0,3.0,48.5
375,2021-12-05 00:00:00,CIN,LAC,-145.0,-1.0,48.0,-3.0,49.5
